"file" "checksum"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D4_candidate_matches_MS_non_pregnant.xlsx" "8f06e42c5ae491aacf3efa00e7ecbba4"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D4_DU_individual_prevalence_of_use_MSmeds_in_MSpregnancy_trimesters.xlsx" "b99039a400dbebff74d1396c00b6c678"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D4_DU_matched_MS_PREGNANCY_COHORT_to_MS_COHORT.xlsx" "4344a1f2dcd632c5390097e43e3cc623"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D4_DU_MS_COHORT.xlsx" "2bf249c7c54bf164b8dad850efecc75a"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D4_DU_PREGNANCY_COHORT.xlsx" "cfa89a1dd71141cf8035a7b75a5a9316"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D4_DU_prevalence_MS_in_pregnancy_cohort.xlsx" "eefe7fb0351f47385dae12e178f59b80"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D4_DU_prevalence_of_exclusive_use_MSmeds_in_MSpregnancy_trimesters.xlsx" "90747a516e17e94dd0007b6f83925273"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D4_DU_prevalence_of_use_MSdrugs_in_MS_cohort.xlsx" "d27accabe9911040525633f0786948a0"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D4_DU_prevalence_of_use_MSmeds_in_MSpregnancy_cohort.xlsx" "17498c7e9846b54f66dfca96331ba011"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D4_prevalence_aggregated_all_MS_selected.xlsx" "fa0e6e0eb2484e59362a1e6b599fbc55"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D4_prevalence_aggregated_multiple_lookback_MS.xlsx" "f3e05e626b4e704b85948155a1a61d8f"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D4_prevalence_average_point_MS.xlsx" "29e36b5bf9ea8062ea221b21ed5cb20b"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D4_prevalence_average_point_MS_summary_levels.xlsx" "14d93f8ff70c14764827d1edc5fe44fa"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D4_prevalence_of_use_drugs_in_matched_cohort.xlsx" "1a5770397130493c6ed6874ee99e37f4"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D4_prevalence_of_use_drugs_in_MS_pregnancy_cohort.xlsx" "f12652e421a826ea427e6e346a60cc79"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D4_prevalence_period_MS.xlsx" "d830091d97b9a5cbd2be44e7bdf52d81"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D4_prevalence_period_MS_summary_levels.xlsx" "e1c636eb44f62d4b712d78bde416f050"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D4_prevalence_persontime_MS.xlsx" "401de5369edaf97ce5b94644f2f6e0a1"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D4_prevalence_persontime_MS_summary_levels.xlsx" "6c45eb1b48067d6395ea43b257f81d1b"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D5_DU_for_Template_1.xlsx" "7f8f2ca8e472e23da373c72b2157f350"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D5_DU_for_Template_2.xlsx" "820786e8b9d58551258c364fba060195"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D5_DU_for_Template_3.xlsx" "6b661ae188fee3e4157d2af019cea446"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D5_DU_for_Template_4.xlsx" "fb31d5266066b74c21443e2404dfd29e"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D5_DU_for_Template_5.xlsx" "f3822233f21b1502034d909b3bf9f902"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D5_DU_for_Template_6.xlsx" "3120697404bd2f6d8d5efe1b6b7a4721"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D5_DU_for_Template_7.xlsx" "26b2c83e74f56960c1cbf768d973590d"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D5_DU_for_Templates_8_11.xlsx" "e7e9fe7d029414b583cc3ee796d3de9b"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D5_DU_matching_diagnostic.xlsx" "d45b0b409d212f55c0ec313d4eeaabae"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D5_meaning_occurences.xlsx" "d53a6bb147241d7b0636cc79f6020714"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D5_meaning_occurences_masked.xlsx" "e59c5fbeb579608215481114f5c8929b"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D5_N_women_and_ranges_MS.xlsx" "cd71789fb521fe8ec499e5fbea9b8f55"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/D5_N_women_and_ranges_MS_masked.xlsx" "6d6b1172111f28bca13f9f9d2dc9574a"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/Flowchart_exclusion_criteria.xlsx" "2fd431ebf9a2011a08231e63ac935ba3"
"C:/Users/Davide/Documents/Git repositories/Work/DP3-MS-SLE/i_codebooks/Flowchart_exclusion_criteria_masked.xlsx" "ea948912b47619c238972fd6bd7bd6e5"
